2025/02/11-01:01:32.063,Daemon.cpp,483,(debug),[achievement-daemon], Starting, daemon: Blade&Soul OuterWorld AchievementDaemon, version: 0.0.210.567, desc: Blade&Soul OuterWorld AchievementDaemon
2025/02/11-01:01:32.063,Daemon.cpp,484,(debug),[achievement-daemon], Network Configuration, daemon: Blade&Soul OuterWorld AchievementDaemon, hostname: DESKTOP-K8DLTUB, public: 0.0.0.0, internal: 192.168.1.8
2025/02/11-01:02:00.885,AchievementSessionHandler.cpp,323,(debug),[daemon-list], dump, cluster-id:7801, ip:192.168.1.8
2025/02/11-01:02:00.887,AchievementSessionHandler.cpp,323,(debug),[daemon-list], dump, cluster-id:17801, ip:192.168.1.8
2025/02/11-01:02:00.889,AchievementSessionHandler.cpp,323,(debug),[daemon-list], dump, cluster-id:17802, ip:192.168.1.8
2025/02/11-01:02:01.955,AchievementDaemon.cpp,328,(debug),[achievement-daemon], network initialize ok.
2025/02/11-01:02:01.955,AchievementDaemon.cpp,334,(debug),[achievement-daemon], start
2025/02/11-01:02:01.956,Daemon.cpp,530,(debug),[achievement-daemon], start, daemon: Blade&Soul OuterWorld AchievementDaemon, version: 0.0.210.567, loading time: 29937
2025/02/11-01:07:35.021,Port.cpp,648,(debug),[session], created, port-id:1, session-id:100000001, session:0000000002D60000
2025/02/11-01:07:35.021,AchievementSessionHandler.cpp,86,(debug),[achievement-game], session accepted, session-id:0x100000001
2025/02/11-01:07:35.021,Session.cpp,471,(debug),[session], accepted from, port id: 1, session id:100000001, this:0000000002D60000, ip:192.168.1.8, port:57030, socket:00000000000005D8
2025/02/11-01:07:35.056,AchievementSessionHandler.cpp,600,(debug),[achievement-game], hello success, session:0x100000001, cluster-id:7801
2025/02/11-01:07:37.097,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:1
2025/02/11-01:07:47.012,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:2
2025/02/11-01:07:57.022,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:3
2025/02/11-01:08:07.026,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:4
2025/02/11-01:08:17.014,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:5
2025/02/11-01:08:27.345,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:6
2025/02/11-01:08:37.210,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:7
2025/02/11-01:08:47.220,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:8
2025/02/11-01:08:57.214,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:9
2025/02/11-01:09:07.197,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:10
2025/02/11-01:09:17.210,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:11
2025/02/11-01:09:27.210,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:12
2025/02/11-01:09:37.198,AchievementSessionHandler.cpp,627,(debug),[achievement-game], ping received, cluster-id:7801, count:13
